

------------------------------------  iris  ------------------------------------


--------> Restriction: 10
1501,1500,19,1.7780591555953478,6.786191627782336
3001,1500,0,1.600253240035813,6.786191627782336
4501,1500,0,1.4402279160322318,6.786191627782336
6001,1500,0,1.2962051244290087,6.786191627782336
7501,1500,8,1.1665846119861079,6.6650759431952515
9001,1500,0,1.049926150787497,6.6650759431952515
10501,1500,0,0.9449335357087474,6.6650759431952515
12001,1500,0,0.8504401821378726,6.6650759431952515
13501,1500,0,0.7653961639240854,6.6650759431952515
15001,1500,0,0.6888565475316769,6.6650759431952515
16501,1500,0,0.6199708927785093,6.6650759431952515
18001,1500,0,0.5579738035006584,6.6650759431952515
19501,1500,0,0.5021764231505925,6.6650759431952515
21001,1500,0,0.45195878083553326,6.6650759431952515
22501,1500,0,0.40676290275197996,6.6650759431952515
24001,1500,0,0.366086612476782,6.6650759431952515
25501,1500,0,0.3294779512291038,6.6650759431952515
27001,1500,0,0.29653015610619343,6.6650759431952515
28501,1500,0,0.2668771404955741,6.6650759431952515
30001,1500,0,0.24018942644601668,6.6650759431952515
31501,1500,0,0.21617048380141501,6.6650759431952515
33001,1500,0,0.1945534354212735,6.6650759431952515
34501,1500,0,0.17509809187914616,6.6650759431952515
36001,1500,0,0.15758828269123154,6.6650759431952515
37501,1500,1,0.1418294544221084,6.621041808478979
39001,1500,0,0.12764650897989757,6.621041808478979
40501,1500,0,0.11488185808190782,6.621041808478979
42001,1500,0,0.10339367227371704,6.621041808478979
43501,1500,0,0.09305430504634533,6.621041808478979
45001,1500,0,0.0837488745417108,6.621041808478979
46501,1500,0,0.07537398708753973,6.621041808478979
48001,1500,0,0.06783658837878576,6.621041808478979
49501,1500,4,0.06105292954090718,6.576931689350122
51001,1500,0,0.054947636586816465,6.576931689350122
52501,1500,0,0.04945287292813482,6.576931689350122
54001,1500,0,0.04450758563532134,6.576931689350122
55501,1500,0,0.04005682707178921,6.576931689350122
57001,1500,0,0.03605114436461029,6.576931689350122
58501,1500,14,0.03244602992814926,6.323361454445566
60001,1500,0,0.029201426935334333,6.323361454445566
61501,1500,4,0.0262812842418009,6.300188041130451
63001,1500,45,0.02365315581762081,5.596232389971339
64501,1500,22,0.02128784023585873,5.115556968712556
66001,1500,19,0.01915905621227286,4.808342689359359
67501,1500,6,0.017243150591045576,4.6440451359127914
69001,1500,28,0.015518835531941019,3.853576862846957
70501,1500,1,0.013966951978746917,3.824811121907107
72001,1500,4,0.012570256780872225,3.7054022794521826
73501,1500,1,0.011313231102785003,3.6542240535627477
75001,1500,0,0.010181907992506503,3.6542240535627477
76501,1500,0,0.009163717193255852,3.6542240535627477
78001,1500,0,0.008247345473930268,3.6542240535627477
79501,1500,0,0.0074226109265372415,3.6542240535627477
81001,1500,0,0.006680349833883517,3.6542240535627477
82501,1500,0,0.006012314850495166,3.6542240535627477
84001,1500,0,0.005411083365445649,3.6542240535627477
85501,1500,0,0.004869975028901084,3.6542240535627477
87001,1500,0,0.004382977526010976,3.6542240535627477
88501,1500,0,0.003944679773409878,3.6542240535627477
90001,1500,0,0.0035502117960688907,3.6542240535627477
91501,1500,0,0.0031951906164620018,3.6542240535627477
93001,1500,0,0.0028756715548158016,3.6542240535627477
94501,1500,0,0.0025881043993342214,3.6542240535627477
96001,1500,0,0.0023292939594007993,3.6542240535627477
97501,1500,0,0.0020963645634607194,3.6542240535627477
99001,1500,0,0.0018867281071146475,3.6542240535627477
100501,1500,0,0.0016980552964031828,3.6542240535627477
TIME: 443.9371531009674

OBJ_RATE: 3.6542240535627477
C_RATE: 3.6542240535627477
INF_RATE: 0
